t (d),Precipitation (cm/d),Irrigation (cm/d),ET0 (cm/d),top_BC (cm),bot_BC (cm),Contaminated_water_flux (cm/d),PFAS_mass_flux (mg/d/cm^2)
6343,0,0,0.076269446,-999999.99,-999999.99,0,0
6344,0,0,0.085972525,-999999.99,-999999.99,0,0
6345,0,0,0.072512692,-999999.99,-999999.99,0,0
6346,0,0,0.044139338,-999999.99,-999999.99,0,0
6347,0,0,0.050518062,-999999.99,-999999.99,0,0
6348,0,0,0.044067783,-999999.99,-999999.99,0,0
6349,0,0,0.047529079,-999999.99,-999999.99,0,0
6350,0,0,0.055452677,-999999.99,-999999.99,0,0
6351,0,0,0.052260355,-999999.99,-999999.99,0,0
6352,0.19,0,0.046172603,-999999.99,-999999.99,0,0
6353,0.559,0,0.049161921,-999999.99,-999999.99,0,0
6354,0,0,0.041983052,-999999.99,-999999.99,0,0
6355,0,0,0.036305537,-999999.99,-999999.99,0,0
6356,0,0,0.041727586,-999999.99,-999999.99,0,0
6357,0,0,0.044083797,-999999.99,-999999.99,0,0
6358,0,0,0.045653671,-999999.99,-999999.99,0,0
6359,0,0,0.045124854,-999999.99,-999999.99,0,0
6360,0,0,0.035210698,-999999.99,-999999.99,0,0
6361,0,0,0.038033667,-999999.99,-999999.99,0,0
6362,0,0,0.032574509,-999999.99,-999999.99,0,0
6363,0,0,0.0287228,-999999.99,-999999.99,0,0
6364,0,0,0.039589974,-999999.99,-999999.99,0,0
6365,0,0,0.035773543,-999999.99,-999999.99,0,0
6366,0,0,0.02928939,-999999.99,-999999.99,0,0
6367,0,0,0.033381595,-999999.99,-999999.99,0,0
6368,0,0,0.037256438,-999999.99,-999999.99,0,0
6369,0,0,0.030878125,-999999.99,-999999.99,0,0
6370,0,0,0.024615468,-999999.99,-999999.99,0,0
6371,0,0,0.025537174,-999999.99,-999999.99,0,0
6372,0,0,0.036864158,-999999.99,-999999.99,0,0
6373,0,0,0.034127886,-999999.99,-999999.99,0,0
6374,0,0,0.019143892,-999999.99,-999999.99,0,0
6375,0,0,0.025380016,-999999.99,-999999.99,0,0
6376,0,0,0.01874522,-999999.99,-999999.99,0,0
6377,0,0,0.025194055,-999999.99,-999999.99,0,0
6378,0,0,0.018244439,-999999.99,-999999.99,0,0
6379,0.05,0,0.027089382,-999999.99,-999999.99,0,0
6380,0,0,0.02829904,-999999.99,-999999.99,0,0
6381,0,0,0.02397352,-999999.99,-999999.99,0,0
6382,0,0,0.0246943,-999999.99,-999999.99,0,0
6383,0,0,0.033672105,-999999.99,-999999.99,0,0
6384,0,0,0.084782305,-999999.99,-999999.99,0,0
6385,0,0,0.065130269,-999999.99,-999999.99,0,0
6386,0,0,0.08583284,-999999.99,-999999.99,0,0
6387,0,0,0.069996873,-999999.99,-999999.99,0,0
6388,0,0,0.082068868,-999999.99,-999999.99,0,0
6389,0,0,0.06513358,-999999.99,-999999.99,0,0
6390,0,0,0.021422636,-999999.99,-999999.99,0,0
6391,0,0,0.025236387,-999999.99,-999999.99,0,0
6392,0,0,0.064571167,-999999.99,-999999.99,0,0
6393,0,0,0.181053561,-999999.99,-999999.99,0,0
6394,0,0,0.2169999,-999999.99,-999999.99,0,0
6395,0,0,0.283297291,-999999.99,-999999.99,0,0
6396,0,0,0.213088945,-999999.99,-999999.99,0,0
6397,0,0,0.225562974,-999999.99,-999999.99,0,0
6398,0,0,0.296522402,-999999.99,-999999.99,0,0
6399,0,0,0.22304087,-999999.99,-999999.99,0,0
6400,0,0,0.178689208,-999999.99,-999999.99,0,0
6401,0,0,0.261227559,-999999.99,-999999.99,0,0
6402,0,0,0.207206294,-999999.99,-999999.99,0,0
6403,0.203,0,0.190601446,-999999.99,-999999.99,0,0
6404,0,0,0.259681862,-999999.99,-999999.99,0,0
6405,0,0,0.210596635,-999999.99,-999999.99,0,0
6406,0,0,0.284701339,-999999.99,-999999.99,0,0
6407,0,0,0.271830739,-999999.99,-999999.99,0,0
6408,1.016,0,0.240264933,-999999.99,-999999.99,0,0
6409,0,0,0.245391082,-999999.99,-999999.99,0,0
6410,0.914,0,0.214374809,-999999.99,-999999.99,0,0
6411,0,0,0.151277638,-999999.99,-999999.99,0,0
6412,0,0,0.165184896,-999999.99,-999999.99,0,0
6413,0.711,0,0.156846994,-999999.99,-999999.99,0,0
6414,0,0,0.204418252,-999999.99,-999999.99,0,0
6415,0.076,0,0.259000653,-999999.99,-999999.99,0,0
6416,0.025,0,0.173747627,-999999.99,-999999.99,0,0
6417,0.051,0,0.198698693,-999999.99,-999999.99,0,0
6418,0,0,0.257621802,-999999.99,-999999.99,0,0
6419,0,0,0.315668106,-999999.99,-999999.99,0,0
6420,0.025,0,0.358720433,-999999.99,-999999.99,0,0
6421,0,0,0.38296234,-999999.99,-999999.99,0,0
6422,0,0,0.402773966,-999999.99,-999999.99,0,0
6423,0,0,0.337890095,-999999.99,-999999.99,0,0
6424,0.025,0,0.321708642,-999999.99,-999999.99,0,0
6425,0.229,0,0.266101649,-999999.99,-999999.99,0,0
6426,0.178,0,0.353880183,-999999.99,-999999.99,0,0
6427,0,0,0.266071529,-999999.99,-999999.99,0,0
6428,0,0,0.268457353,-999999.99,-999999.99,0,0
6429,1.842,0,0.396607011,-999999.99,-999999.99,0,0
6430,0,0,0.345425179,-999999.99,-999999.99,0,0
6431,1.232,0,0.297220173,-999999.99,-999999.99,0,0
6432,0,0,0.23833551,-999999.99,-999999.99,0,0
6433,0.064,0,0.21828979,-999999.99,-999999.99,0,0
6434,0.051,0,0.206304291,-999999.99,-999999.99,0,0
6435,0.33,0,0.21851086,-999999.99,-999999.99,0,0
6436,0,0,0.268661952,-999999.99,-999999.99,0,0
6437,0,0,0.220939417,-999999.99,-999999.99,0,0
6438,0,0,0.259434803,-999999.99,-999999.99,0,0
6439,0.876,0,0.282021415,-999999.99,-999999.99,0,0
6440,0.318,0,0.292568949,-999999.99,-999999.99,0,0
6441,0,0,0.313741627,-999999.99,-999999.99,0,0
6442,0,0,0.185780926,-999999.99,-999999.99,0,0
6443,0,0,0.164921583,-999999.99,-999999.99,0,0
6444,0,0,0.162298326,-999999.99,-999999.99,0,0
6445,0,0,0.16027415,-999999.99,-999999.99,0,0
6446,0,0,0.12932782,-999999.99,-999999.99,0,0
6447,0,0,0.134030523,-999999.99,-999999.99,0,0
6448,0,0,0.112060022,-999999.99,-999999.99,0,0
6449,0.025,0,0.137619728,-999999.99,-999999.99,0,0
6450,0.229,0,0.110083886,-999999.99,-999999.99,0,0
6451,0.051,0,0.103888753,-999999.99,-999999.99,0,0
6452,0,0,0.075390598,-999999.99,-999999.99,0,0
6453,0.102,0,0.095362407,-999999.99,-999999.99,0,0
6454,0,0,0.090570218,-999999.99,-999999.99,0,0
6455,0.025,0,0.102230247,-999999.99,-999999.99,0,0
6456,0,0,0.277586993,-999999.99,-999999.99,0,0
6457,0,0,0.313897356,-999999.99,-999999.99,0,0
6458,0,0,0.25711689,-999999.99,-999999.99,0,0
6459,0,0,0.23766775,-999999.99,-999999.99,0,0
6460,0,0,0.268248846,-999999.99,-999999.99,0,0
6461,0,0,0.221900572,-999999.99,-999999.99,0,0
6462,0,0,0.217479469,-999999.99,-999999.99,0,0
6463,0,0,0.162263539,-999999.99,-999999.99,0,0
6464,0,0,0.281738493,-999999.99,-999999.99,0,0
6465,0,0,0.221519912,-999999.99,-999999.99,0,0
6466,0,0,0.180465446,-999999.99,-999999.99,0,0
6467,0.051,0,0.196933566,-999999.99,-999999.99,0,0
6468,0,0,0.222306598,-999999.99,-999999.99,0,0
6469,0.495,0,0.197328809,-999999.99,-999999.99,0,0
6470,0,0,0.158348937,-999999.99,-999999.99,0,0
6471,0,0,0.198951277,-999999.99,-999999.99,0,0
6472,0,0,0.19663421,-999999.99,-999999.99,0,0
6473,0,0,0.188534159,-999999.99,-999999.99,0,0
6474,0,0,0.187905964,-999999.99,-999999.99,0,0
6475,0,0,0.198820542,-999999.99,-999999.99,0,0
6476,0,0,0.162866369,-999999.99,-999999.99,0,0
6477,0,0,0.154501799,-999999.99,-999999.99,0,0
6478,0,0,0.150096726,-999999.99,-999999.99,0,0
6479,0,0,0.095998817,-999999.99,-999999.99,0,0
6480,0,0,0.115494107,-999999.99,-999999.99,0,0
6481,0,0,0.140015659,-999999.99,-999999.99,0,0
6482,0,0,0.133525512,-999999.99,-999999.99,0,0
6483,0,0,0.133573564,-999999.99,-999999.99,0,0
6484,0,0,0.122809725,-999999.99,-999999.99,0,0
6485,0,0,0.109653674,-999999.99,-999999.99,0,0
6486,0,0,0.10737517,-999999.99,-999999.99,0,0
6487,0,0,0.094968622,-999999.99,-999999.99,0,0
6488,0,0,0.092235359,-999999.99,-999999.99,0,0
6489,0,0,0.071519015,-999999.99,-999999.99,0,0
6490,0,0,0.070251657,-999999.99,-999999.99,0,0
6491,0,0,0.071483259,-999999.99,-999999.99,0,0
6492,0,0,0.055727005,-999999.99,-999999.99,0,0
6493,0,0,0.045850478,-999999.99,-999999.99,0,0
6494,0,0,0.047661053,-999999.99,-999999.99,0,0
6495,0,0,0.043492038,-999999.99,-999999.99,0,0
6496,0,0,0.045739232,-999999.99,-999999.99,0,0
6497,0,0,0.046008645,-999999.99,-999999.99,0,0
6498,0,0,0.039406194,-999999.99,-999999.99,0,0
6499,0,0,0.043968367,-999999.99,-999999.99,0,0
6500,0,0,0.026330666,-999999.99,-999999.99,0,0
6501,0,0,0.031990422,-999999.99,-999999.99,0,0
6502,0,0,0.038759508,-999999.99,-999999.99,0,0
6503,0,0,0.020447132,-999999.99,-999999.99,0,0
6504,0,0,0.030495482,-999999.99,-999999.99,0,0
6505,0,0,0.032436152,-999999.99,-999999.99,0,0
6506,0,0,0.025810344,-999999.99,-999999.99,0,0
6507,0,0,0.031900178,-999999.99,-999999.99,0,0
6508,0,0,0.031934127,-999999.99,-999999.99,0,0
6509,0,0,0.032443263,-999999.99,-999999.99,0,0
6510,0,0,0.032131894,-999999.99,-999999.99,0,0
6511,0,0,0.025317178,-999999.99,-999999.99,0,0
6512,0,0,0.020070289,-999999.99,-999999.99,0,0
6513,0,0,0.014626083,-999999.99,-999999.99,0,0
6514,0,0,0.021873234,-999999.99,-999999.99,0,0
6515,0,0,0.012385664,-999999.99,-999999.99,0,0
6516,0,0,0.008908545,-999999.99,-999999.99,0,0
6517,0,0,0.021721877,-999999.99,-999999.99,0,0
6518,0,0,0.02065286,-999999.99,-999999.99,0,0
6519,0,0,0.019441755,-999999.99,-999999.99,0,0
6520,0,0,0.016406292,-999999.99,-999999.99,0,0
6521,0,0,0.018324398,-999999.99,-999999.99,0,0
6522,0,0,0.125549103,-999999.99,-999999.99,0,0
6523,0,0,0.061084076,-999999.99,-999999.99,0,0
6524,0,0,0.034646234,-999999.99,-999999.99,0,0
6525,0,0,0.023675232,-999999.99,-999999.99,0,0
6526,0,0,0.024059505,-999999.99,-999999.99,0,0
6527,0,0,0.019624614,-999999.99,-999999.99,0,0
6528,0,0,0.01471207,-999999.99,-999999.99,0,0
6529,0,0,0.014562455,-999999.99,-999999.99,0,0
6530,0,0,0.033423847,-999999.99,-999999.99,0,0
6531,0,0,0.093625923,-999999.99,-999999.99,0,0
6532,0,0,0.075777723,-999999.99,-999999.99,0,0
6533,0,0,0.041669701,-999999.99,-999999.99,0,0
6534,0,0,0.041549739,-999999.99,-999999.99,0,0
6535,0,0,0.032024058,-999999.99,-999999.99,0,0
6536,0,0,0.028778438,-999999.99,-999999.99,0,0
6537,0,0,0.017540452,-999999.99,-999999.99,0,0
6538,0,0,0.026018707,-999999.99,-999999.99,0,0
6539,0,0,0.021715592,-999999.99,-999999.99,0,0
6540,0,0,0.016853257,-999999.99,-999999.99,0,0
6541,0,0,0.013937431,-999999.99,-999999.99,0,0
6542,0,0,0.010607939,-999999.99,-999999.99,0,0
6543,0,0,0.012692999,-999999.99,-999999.99,0,0
6544,0,0,0.013186821,-999999.99,-999999.99,0,0
6545,0,0,0.012365046,-999999.99,-999999.99,0,0
6546,0,0,0.007335566,-999999.99,-999999.99,0,0
6547,0,0,0.008089714,-999999.99,-999999.99,0,0
6548,0,0,0.014571852,-999999.99,-999999.99,0,0
6549,0,0,0.014939858,-999999.99,-999999.99,0,0
6550,0,0,0.0066238,-999999.99,-999999.99,0,0
6551,0,0,0.009950124,-999999.99,-999999.99,0,0
6552,0.47,0,0.008689068,-999999.99,-999999.99,0,0
6553,0,0,0.009974948,-999999.99,-999999.99,0,0
6554,0,0,0.010232767,-999999.99,-999999.99,0,0
6555,0,0,0.003266251,-999999.99,-999999.99,0,0
6556,0,0,0.001946627,-999999.99,-999999.99,0,0
6557,0,0,0.08292946,-999999.99,-999999.99,0,0
6558,0,0,0.076267284,-999999.99,-999999.99,0,0
6559,0,0,0.065979738,-999999.99,-999999.99,0,0
6560,0,0,0.05122073,-999999.99,-999999.99,0,0
6561,0,0,0.066174015,-999999.99,-999999.99,0,0
6562,0,0,0.105176388,-999999.99,-999999.99,0,0
6563,0,0,0.080073384,-999999.99,-999999.99,0,0
6564,0,0,0.056417944,-999999.99,-999999.99,0,0
6565,0,0,0.03438711,-999999.99,-999999.99,0,0
6566,0,0,0.031031841,-999999.99,-999999.99,0,0
6567,0,0,0.027702583,-999999.99,-999999.99,0,0
6568,0,0,0.031368905,-999999.99,-999999.99,0,0
6569,0,0,0.041561423,-999999.99,-999999.99,0,0
6570,0,0,0.022173826,-999999.99,-999999.99,0,0
6571,0,0,0.02305394,-999999.99,-999999.99,0,0
6572,0.953,0,0.030732409,-999999.99,-999999.99,0,0
6573,0.127,0,0.021510802,-999999.99,-999999.99,0,0
6574,0.406,0,0.047265788,-999999.99,-999999.99,0,0
6575,0,0,0.069915272,-999999.99,-999999.99,0,0
6576,0,0,0.053227621,-999999.99,-999999.99,0,0
6577,0,0,0.038998331,-999999.99,-999999.99,0,0
6578,0,0,0.021782188,-999999.99,-999999.99,0,0
6579,0,0,0.039937756,-999999.99,-999999.99,0,0
6580,0,0,0.039385582,-999999.99,-999999.99,0,0
6581,0,0,0.024535087,-999999.99,-999999.99,0,0
6582,0,0,0.025576931,-999999.99,-999999.99,0,0
6583,0,0,0.031017171,-999999.99,-999999.99,0,0
6584,0,0,0.030387471,-999999.99,-999999.99,0,0
6585,0,0,0.031446645,-999999.99,-999999.99,0,0
6586,0,0,0.014286766,-999999.99,-999999.99,0,0
6587,0,0,0.018009802,-999999.99,-999999.99,0,0
6588,0,0,0.013165133,-999999.99,-999999.99,0,0
6589,0,0,0.015269823,-999999.99,-999999.99,0,0
6590,0,0,0.018373985,-999999.99,-999999.99,0,0
6591,0.292,0,0.018359926,-999999.99,-999999.99,0,0
6592,0,0,0.020113606,-999999.99,-999999.99,0,0
6593,0,0,0.019547215,-999999.99,-999999.99,0,0
6594,0,0,0.016265901,-999999.99,-999999.99,0,0
6595,0,0,0.017589245,-999999.99,-999999.99,0,0
6596,0.761,0,0.027749976,-999999.99,-999999.99,0,0
6597,0.051,0,0.024693244,-999999.99,-999999.99,0,0
6598,0,0,0.015690147,-999999.99,-999999.99,0,0
6599,0,0,0.021469905,-999999.99,-999999.99,0,0
6600,0,0,0.108830793,-999999.99,-999999.99,0,0
6601,0,0,0.114089551,-999999.99,-999999.99,0,0
6602,0,0,0.116752923,-999999.99,-999999.99,0,0
6603,0,0,0.180992087,-999999.99,-999999.99,0,0
6604,0,0,0.074048599,-999999.99,-999999.99,0,0
6605,0.343,0,0.048261713,-999999.99,-999999.99,0,0
6606,0.241,0,0.045974477,-999999.99,-999999.99,0,0
6607,0.114,0,0.056393116,-999999.99,-999999.99,0,0
6608,0,0,0.042530153,-999999.99,-999999.99,0,0
6609,0,0,0.039889499,-999999.99,-999999.99,0,0
6610,0,0,0.045953629,-999999.99,-999999.99,0,0
6611,0.229,0,0.042430113,-999999.99,-999999.99,0,0
6612,0.711,0,0.029878302,-999999.99,-999999.99,0,0
6613,0.774,0,0.040689155,-999999.99,-999999.99,0,0
6614,0,0,0.100984374,-999999.99,-999999.99,0,0
6615,0,0,0.065786386,-999999.99,-999999.99,0,0
6616,0,0,0.02453897,-999999.99,-999999.99,0,0
6617,0,0,0.114589875,-999999.99,-999999.99,0,0
6618,0.025,0,0.076870889,-999999.99,-999999.99,0,0
6619,0,0,0.059514634,-999999.99,-999999.99,0,0
6620,0.279,0,0.053761616,-999999.99,-999999.99,0,0
6621,0,0,0.049030534,-999999.99,-999999.99,0,0
6622,0,0,0.048275777,-999999.99,-999999.99,0,0
6623,0.051,0,0.033949308,-999999.99,-999999.99,0,0
6624,0,0,0.026112319,-999999.99,-999999.99,0,0
6625,0,0,0.030946705,-999999.99,-999999.99,0,0
6626,0,0,0.092829148,-999999.99,-999999.99,0,0
6627,0.025,0,0.091891259,-999999.99,-999999.99,0,0
6628,0,0,0.082576129,-999999.99,-999999.99,0,0
6629,0,0,0.074699174,-999999.99,-999999.99,0,0
6630,0,0,0.049090167,-999999.99,-999999.99,0,0
6631,0,0,0.048339815,-999999.99,-999999.99,0,0
6632,0,0,0.045985988,-999999.99,-999999.99,0,0
6633,0,0,0.048886593,-999999.99,-999999.99,0,0
6634,0.114,0,0.043694254,-999999.99,-999999.99,0,0
6635,0.025,0,0.042297423,-999999.99,-999999.99,0,0
6636,0,0,0.0448636,-999999.99,-999999.99,0,0
6637,0,0,0.045496106,-999999.99,-999999.99,0,0
6638,0,0,0.037716524,-999999.99,-999999.99,0,0
6639,0,0,0.046771091,-999999.99,-999999.99,0,0
6640,0,0,0.050498194,-999999.99,-999999.99,0,0
6641,0,0,0.101697967,-999999.99,-999999.99,0,0
6642,0,0,0.137198477,-999999.99,-999999.99,0,0
6643,0,0,0.106104516,-999999.99,-999999.99,0,0
6644,0,0,0.102289456,-999999.99,-999999.99,0,0
6645,0,0,0.084632259,-999999.99,-999999.99,0,0
6646,0,0,0.081304148,-999999.99,-999999.99,0,0
6647,0,0,0.070651965,-999999.99,-999999.99,0,0
6648,0,0,0.093476785,-999999.99,-999999.99,0,0
6649,0,0,0.081973088,-999999.99,-999999.99,0,0
6650,0,0,0.067848811,-999999.99,-999999.99,0,0
6651,0,0,0.085636881,-999999.99,-999999.99,0,0
6652,0,0,0.062592046,-999999.99,-999999.99,0,0
6653,0,0,0.059414257,-999999.99,-999999.99,0,0
6654,0,0,0.057436529,-999999.99,-999999.99,0,0
6655,0,0,0.067125052,-999999.99,-999999.99,0,0
6656,0,0,0.058197613,-999999.99,-999999.99,0,0
6657,0,0,0.056605598,-999999.99,-999999.99,0,0
6658,0,0,0.055623543,-999999.99,-999999.99,0,0
6659,0,0,0.06129663,-999999.99,-999999.99,0,0
6660,0,0,0.059930923,-999999.99,-999999.99,0,0
6661,0,0,0.067761628,-999999.99,-999999.99,0,0
6662,0,0,0.073198558,-999999.99,-999999.99,0,0
6663,0,0,0.048815613,-999999.99,-999999.99,0,0
6664,0,0,0.059943244,-999999.99,-999999.99,0,0
6665,0,0,0.062195771,-999999.99,-999999.99,0,0
6666,0,0,0.048435629,-999999.99,-999999.99,0,0
6667,0,0,0.046585332,-999999.99,-999999.99,0,0
6668,0,0,0.032890956,-999999.99,-999999.99,0,0
6669,0,0,0.049392949,-999999.99,-999999.99,0,0
6670,0,0,0.049229153,-999999.99,-999999.99,0,0
6671,0,0,0.049201955,-999999.99,-999999.99,0,0
6672,0,0,0.034038586,-999999.99,-999999.99,0,0
6673,0,0,0.075294187,-999999.99,-999999.99,0,0
6674,0,0,0.027360508,-999999.99,-999999.99,0,0
6675,0,0,0.036919972,-999999.99,-999999.99,0,0
6676,0,0,0.025970158,-999999.99,-999999.99,0,0
6677,0,0,0.030373186,-999999.99,-999999.99,0,0
6678,0,0,0.026102411,-999999.99,-999999.99,0,0
6679,0,0,0.032749293,-999999.99,-999999.99,0,0
6680,0,0,0.033958683,-999999.99,-999999.99,0,0
6681,0,0,0.033958725,-999999.99,-999999.99,0,0
6682,0,0,0.023048416,-999999.99,-999999.99,0,0
6683,0,0,0.023436281,-999999.99,-999999.99,0,0
6684,0.292,0,0.0248682,-999999.99,-999999.99,0,0
6685,0,0,0.029962498,-999999.99,-999999.99,0,0
6686,0,0,0.032038322,-999999.99,-999999.99,0,0
6687,0,0,0.032134493,-999999.99,-999999.99,0,0
6688,0,0,0.027689825,-999999.99,-999999.99,0,0
6689,0,0,0.019579978,-999999.99,-999999.99,0,0
6690,0,0,0.027667962,-999999.99,-999999.99,0,0
6691,0,0,0.026046787,-999999.99,-999999.99,0,0
6692,0,0,0.031939843,-999999.99,-999999.99,0,0
6693,0,0,0.031902073,-999999.99,-999999.99,0,0
6694,0,0,0.029254146,-999999.99,-999999.99,0,0
6695,0,0,0.03256427,-999999.99,-999999.99,0,0
6696,0,0,0.015919161,-999999.99,-999999.99,0,0
6697,0,0,0.020260347,-999999.99,-999999.99,0,0
6698,0,0,0.027235493,-999999.99,-999999.99,0,0
6699,0,0,0.026236268,-999999.99,-999999.99,0,0
6700,0,0,0.025971735,-999999.99,-999999.99,0,0
6701,0,0,0.025855416,-999999.99,-999999.99,0,0
6702,0,0,0.023438495,-999999.99,-999999.99,0,0
6703,0,0,0.016643232,-999999.99,-999999.99,0,0
6704,0,0,0.023565368,-999999.99,-999999.99,0,0
6705,0,0,0.026185777,-999999.99,-999999.99,0,0
6706,0,0,0.02175629,-999999.99,-999999.99,0,0
6707,0,0,0.023165638,-999999.99,-999999.99,0,0
6708,0,0,0.032935578,-999999.99,-999999.99,0,0
6709,0,0,0.024757522,-999999.99,-999999.99,0,0
6710,0,0,0.031185342,-999999.99,-999999.99,0,0
6711,0,0,0.025183094,-999999.99,-999999.99,0,0
6712,0,0,0.022907137,-999999.99,-999999.99,0,0
6713,0,0,0.025467243,-999999.99,-999999.99,0,0
6714,0,0,0.023155064,-999999.99,-999999.99,0,0
6715,0,0,0.028774614,-999999.99,-999999.99,0,0
6716,0,0,0.024979677,-999999.99,-999999.99,0,0
6717,0.19,0,0.023333909,-999999.99,-999999.99,0,0
6718,0.559,0,0.017475446,-999999.99,-999999.99,0,0
6719,0,0,0.023842637,-999999.99,-999999.99,0,0
6720,0,0,0.019411158,-999999.99,-999999.99,0,0
6721,0,0,0.027826825,-999999.99,-999999.99,0,0
6722,0,0,0.018303175,-999999.99,-999999.99,0,0
6723,0,0,0.016155983,-999999.99,-999999.99,0,0
6724,0,0,0.013381304,-999999.99,-999999.99,0,0
6725,0,0,0.017125044,-999999.99,-999999.99,0,0
6726,0,0,0.029601754,-999999.99,-999999.99,0,0
6727,0,0,0.010230092,-999999.99,-999999.99,0,0
6728,0,0,0.025352302,-999999.99,-999999.99,0,0
6729,0,0,0.019053738,-999999.99,-999999.99,0,0
6730,0,0,0.01840153,-999999.99,-999999.99,0,0
6731,0,0,0.019307372,-999999.99,-999999.99,0,0
6732,0,0,0.015371671,-999999.99,-999999.99,0,0
6733,0,0,0.021125564,-999999.99,-999999.99,0,0
6734,0,0,0.017348781,-999999.99,-999999.99,0,0
6735,0,0,0.023266829,-999999.99,-999999.99,0,0
6736,0,0,0.021184214,-999999.99,-999999.99,0,0
6737,0,0,0.022295295,-999999.99,-999999.99,0,0
6738,0,0,0.008426254,-999999.99,-999999.99,0,0
6739,0,0,0.001149404,-999999.99,-999999.99,0,0
6740,0,0,0.013528216,-999999.99,-999999.99,0,0
6741,0,0,0.009745794,-999999.99,-999999.99,0,0
6742,0,0,0.024885478,-999999.99,-999999.99,0,0
6743,0,0,0.020225728,-999999.99,-999999.99,0,0
6744,0.05,0,0.01135761,-999999.99,-999999.99,0,0
6745,0,0,0.016566717,-999999.99,-999999.99,0,0
6746,0,0,0.01537977,-999999.99,-999999.99,0,0
6747,0,0,0.018134973,-999999.99,-999999.99,0,0
6748,0,0,0.008607123,-999999.99,-999999.99,0,0
6749,0,0,0.0095605,-999999.99,-999999.99,0,0
6750,0,0,0.029373466,-999999.99,-999999.99,0,0
6751,0,0,0.016034581,-999999.99,-999999.99,0,0
6752,0,0,0.034778381,-999999.99,-999999.99,0,0
6753,0,0,0.013706318,-999999.99,-999999.99,0,0
6754,0,0,0.019396718,-999999.99,-999999.99,0,0
6755,0,0,0.048466897,-999999.99,-999999.99,0,0
6756,0,0,0.080389681,-999999.99,-999999.99,0,0
6757,0,0,0.161949581,-999999.99,-999999.99,0,0
6758,0,0,0.212133992,-999999.99,-999999.99,0,0
6759,0,0,0.08171858,-999999.99,-999999.99,0,0
6760,0,0,0.091917756,-999999.99,-999999.99,0,0
6761,0,0,0.114832159,-999999.99,-999999.99,0,0
6762,0,0,0.108856618,-999999.99,-999999.99,0,0
6763,0,0,0.179160667,-999999.99,-999999.99,0,0
6764,0,0,0.216830275,-999999.99,-999999.99,0,0
6765,0,0,0.246649257,-999999.99,-999999.99,0,0
6766,0,0,0.291680503,-999999.99,-999999.99,0,0
6767,0,0,0.274198681,-999999.99,-999999.99,0,0
6768,0.203,0,0.18334052,-999999.99,-999999.99,0,0
6769,0,0,0.166772495,-999999.99,-999999.99,0,0
6770,0,0,0.155638248,-999999.99,-999999.99,0,0
6771,0,0,0.207766217,-999999.99,-999999.99,0,0
6772,0,0,0.3154911,-999999.99,-999999.99,0,0
6773,1.016,0,0.17342356,-999999.99,-999999.99,0,0
6774,0,0,0.208963949,-999999.99,-999999.99,0,0
6775,0.914,0,0.23162627,-999999.99,-999999.99,0,0
6776,0,0,0.200057792,-999999.99,-999999.99,0,0
6777,0,0,0.223920952,-999999.99,-999999.99,0,0
6778,0.711,0,0.240866514,-999999.99,-999999.99,0,0
6779,0,0,0.294589526,-999999.99,-999999.99,0,0
6780,0.076,0,0.202399089,-999999.99,-999999.99,0,0
6781,0.025,0,0.208725668,-999999.99,-999999.99,0,0
6782,0.051,0,0.236817861,-999999.99,-999999.99,0,0
6783,0,0,0.298563192,-999999.99,-999999.99,0,0
6784,0,0,0.24444915,-999999.99,-999999.99,0,0
6785,0.025,0,0.186497979,-999999.99,-999999.99,0,0
6786,0,0,0.203025824,-999999.99,-999999.99,0,0
6787,0,0,0.227512167,-999999.99,-999999.99,0,0
6788,0,0,0.286852384,-999999.99,-999999.99,0,0
6789,0.025,0,0.359884528,-999999.99,-999999.99,0,0
6790,0.229,0,0.322894658,-999999.99,-999999.99,0,0
6791,0.178,0,0.309218731,-999999.99,-999999.99,0,0
6792,0,0,0.284541616,-999999.99,-999999.99,0,0
6793,0,0,0.282354304,-999999.99,-999999.99,0,0
6794,1.842,0,0.298862987,-999999.99,-999999.99,0,0
6795,0,0,0.298327987,-999999.99,-999999.99,0,0
6796,1.232,0,0.25375538,-999999.99,-999999.99,0,0
6797,0,0,0.209485294,-999999.99,-999999.99,0,0
6798,0.064,0,0.208338195,-999999.99,-999999.99,0,0
6799,0.051,0,0.180148344,-999999.99,-999999.99,0,0
6800,0.33,0,0.241635106,-999999.99,-999999.99,0,0
6801,0,0,0.193250813,-999999.99,-999999.99,0,0
6802,0,0,0.144364691,-999999.99,-999999.99,0,0
6803,0,0,0.142232066,-999999.99,-999999.99,0,0
6804,0.876,0,0.142461523,-999999.99,-999999.99,0,0
6805,0.318,0,0.210044075,-999999.99,-999999.99,0,0
6806,0,0,0.266506979,-999999.99,-999999.99,0,0
6807,0,0,0.179741891,-999999.99,-999999.99,0,0
6808,0,0,0.126811402,-999999.99,-999999.99,0,0
6809,0,0,0.145312041,-999999.99,-999999.99,0,0
6810,0,0,0.188941298,-999999.99,-999999.99,0,0
6811,0,0,0.165984639,-999999.99,-999999.99,0,0
6812,0,0,0.18853803,-999999.99,-999999.99,0,0
6813,0,0,0.128057476,-999999.99,-999999.99,0,0
6814,0.025,0,0.105757442,-999999.99,-999999.99,0,0
6815,0.229,0,0.13208261,-999999.99,-999999.99,0,0
6816,0.051,0,0.137758046,-999999.99,-999999.99,0,0
